SiteID,ParamName,ParamDescription,variable,Unit,value
9853,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,195
9853,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,77.4
9853,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
9853,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,10171
9853,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,12800
9853,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,4.68
9853,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,2.35
9853,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,3.02
9853,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,1.32
9853,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,37.060414
9853,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,4.7
9853,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,1.1
9853,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,0
9853,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,58.5
9853,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,21.2
9853,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,1
9853,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,1
9853,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,0
9853,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.1
9853,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,5.5
9853,LFP length,Length of longest flow path,LFPLENGTH,miles,18
9853,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.693132
9853,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,7840
9853,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,7844
9853,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,39.25
9853,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,59
9853,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.42
9853,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,10.3
9853,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,39.3
9853,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,22.1
9853,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,3.48
9853,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,18.96
9853,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.1
9853,Time of concentration in hours,Time of concentration in hours,TOC,hours,5.56
9862,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,37
9862,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,110.8
9862,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,92.8
9862,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,99
9862,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,9530
9862,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,12800
9862,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,4.35
9862,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,2.19
9862,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,2.88
9862,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,1.25
9862,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,37.143676
9862,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,5
9862,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,1.5
9862,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,0
9862,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,58.8
9862,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,10.6
9862,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,0.7
9862,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,7
9862,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,0
9862,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.1
9862,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,3.2
9862,LFP length,Length of longest flow path,LFPLENGTH,miles,22.1
9862,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.885484
9862,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,7240
9862,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,7244
9862,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,34.73
9862,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,65.34
9862,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.43
9862,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,10.8
9862,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,6.16
9862,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,55
9862,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,0.82
9862,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,20.9
9862,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.2
9862,Time of concentration in hours,Time of concentration in hours,TOC,hours,5.92
